ID,County,Value chain,Value chain stage,Hazard,Severity,Consequences,Ongoing adaptations,Potential adaptations
1051,Nyeri,Irish Potatoes,Input supply,Very low temperatures,Minor-Major,"Plant seedling chilling injury, increased disease incidences, increased use of fungicides, low quality of planting material","Use tolerant potato varieties, early planting, use of certified seeds, stocking of seeds, use of organic manure to improve growth"," Develop local frost forecasts(promotion of early warning systems), capacity building on timely and appropriate use of fungicides, construction of communal planting seed storage structures, provide financial mechanisms to purchase inputs"
1074,Samburu,Apiculture,Input supply,Excess rainfall,Moderate,"Poor infrastructure/poor roads, apiary location (land)- floods the locations making it difficult to set up an apiary, rain destroys installed beehives/welting","Construction of a bee house with a roof/modern bee house, use of quality materials which are water proof","Introducing bee friendly trees in every homestead e.g battle brush, sunflower, hyacinth, marigolds, blackberries, pumpkins, strawberries, raspberries in order to attract bees, workshop for making beehives and bee keeping accessories, pre-qualification of local merchants to source beehives"
1075,Samburu,Apiculture,Input supply,Droughts,Severe,Reduced suitability of locations to have apiaries,"Cooperatives and unions to link farmers & groups to suppliers, planting bee-friendly trees in apiary sites, providing syrup in the apiaries, training on construction of bee equipment","Introducing bee-friendly trees, pre-qualification of local merchants to source the beehives, training local artisans"
1076,Samburu,Apiculture,Market,Excess rainfall,Moderate,"Selling affected by low production of honey, low yields hence no promotion","Establish platforms for promotion e.g webistes, local radio, TVs, facebook, e-marketing, door to door deliveries","Regional and national exhibition, e-marketing platform, web-adverts, forming a collateral union, signing formal contracts with motels, supermarkets, wholesalers e.t.c (buyers)"
1077,Samburu,Apiculture,Market,Droughts,Severe,Low honey produced hence low promotion and sales,"Establishment of cooperatives to add value to honey, package label and grade adverstisement through websites, whatsapp, facebook, creating awareness through local radio FM, TV, exhibition, SMS e.t.c, diversifying honey products- bee syrup, wax, pollen and honey grading","Grading of honey as per the nectar - e.g croton, acacia e.t.c, regional and national exhibition, e-marketing platform, web adverts, forming a collateral union, signing formal contracts with motels, supermarkets, wholesellers etc"
1078,Samburu,Apiculture,On farm,Excess rainfall,Moderate,"Bee hive inspection- bee daily activities are low making it impossible to inspect, colony separation- small colonies that splitting is not possible (reproduction is low)","Introducing green artifical feeding to trigger reproduction and later colony splitting technology, introduction of flow hive technology","Using centrifugal machine to avoid comb damage, introducing complete processing system with settling tanks, wax processors, honey press, enhancing collection centers in every zone"
1079,Samburu,Apiculture,On farm,Droughts,Severe,"Small, dormant swarms and colony separation is not possible, inadequate foliage leads to reduced honey production","Development of farmer field school to improve management of bees and inspection of colonies, establishment of modern beekeeping to improve splitting of big colonies, use of clearer board when harvesting to avoid killing bees during drought period","To install surveillance cameras in the hive, to insert/place a tracker in every queen, to introduce double suppers in the langstroth to create space for the swarm, placing queen excluders to separate honey and pollen/broods, placing comb sheets/comb starters with plastic cells"
1080,Samburu,Apiculture,Post harvest,Excess rainfall,Moderate,"Processing- inadequate honey for processing, transportation- poor road networks","Flow hive technology (only harvest when its ready), bulk collection and stored in the settling tanks awaiting processing, establish and enhance collection, storage and aggregation points at respective zones","Grading honey according to the nectar e.g. croton, acacia"
1081,Samburu,Apiculture,Post harvest,Droughts,Severe,"Processing- no yields which affects processing, storage- during drought, honey yields reduces leading to no storage","Using centrifuge machines to draw honey without breaking the combs, using settling tanks to separate honey and wax, establishing and enhancing honey collection centers to improve transport logistics","Using centrifugal machines to avoid comb damage, introducing a complete processing system with settling tanks, wax processor and honey press, enhancing collection centers in every honey zone"
1082,Samburu,Cattle (meat),Input supply,Floods,Moderate,"Moderate demand for inputs, impassable roads constrain input supply","Fodder conservation, planting/bulking of fodder, centralized vaccination, training of para-vets","Equipping veterinary laboratory, introduction of e-technology on disease surveillance and tracking, introduction/building of gene bank in the existing livestock improvement center, establisment of AI facility, establishment of model feed lots, capacity building of farmers on feed formulation, establishment of  strategic stores"
1083,Samburu,Cattle (meat),Input supply,Droughts,Moderate-Severe,"Increase of input prices, outbreak of diseases associated with drought, reduced breeding, high mortality rates, frequent abortion","Planting of drought resistant and early maturing fodder crops, animal tracking, training of paravets, introducing improved breeds, controlled breeding","Capacity building on pasture production, preservation and storage, purchasing of seeds and equipment, equipping of vet-laboratory for fast disease testing, introduction of e-technologies in disease surveillance and tracking, capacity building on good quality breeds"
1084,Samburu,Cattle (meat),Market,Floods,Moderate-Severe,"Delayed transportation because of poor roads/floods, demand is higher than supply (few animals in the market)","Formation of cooperatives, networking, establishing policy and regulatory frameworks","Introducing sales apps, introducing live weighing scales and price tagging animals, holding organized auction days, developing and using digital tools for data collection of buyers & sellers"
1085,Samburu,Cattle (meat),Market,Droughts,Severe,Low prices due to emaciated animals,"Networking, formation of cooperatives, establishing county policies","Building awareness on marketing/ auction days, introducing apps for marketing, introducing liveweight scale/price tagging, holding virtual training days for farmers"
1086,Samburu,Cattle (meat),On farm,Floods,Minor-Moderate,"High productivity, availability of seeds, low prices of feeds, increase in wet weather associated diseases e.g foot and mouth disease, increase in cost of disease surveillance, high risk of waterborne diseases, high acaricide cost","Controlled grazing/grazing plans, fodder conservation, provision of vaccines, water harvesting, disease control","Establishment of vaccines centers at subcounty level, establishment of more spray races/dips, formation of cattle dips management committees, establishment of animals holding grounds and enroute  to the market"
1087,Samburu,Cattle (meat),On farm,Droughts,Moderate-Severe,"Low productivity, scarcity of feeds, high prices of feeds, increase in drought associated parasites, increase in disease surveillance","Animal migration (pastoralism), purchasing of hay/droughts, survival pellets, supplementation of animals with vitamins, increasing water pans , boreholes for ease of spraying","Training on feed formulation and establishment of feed lots, establishment of strategic stores, establishment of vaccine distribution centers in every sub-county, enforcement of policy on stray dogs, deworming and vaccination, capacity building on the importances of cattle dips management commitees"
1088,Samburu,Cattle (meat),Post harvest,Floods,Moderate,"High cost of transportation, low number of animals to be collected, high prices of animals, high body weight","Improvement of infrastructure, increased number of slaughter houses in all markets points","Establishment of airstrip/airport, purchasing of trucks to transport livestock to abottoirs, construction of modern abottoir at subcounty level, value addition of slaughter by products, organized auction days, networking social apps"
1089,Samburu,Cattle (meat),Post harvest,Droughts,Moderate,"Low prices for livestock carcasses, high transport costs, low livestock body weight","Working through strategic marketing points, building abattoirs in each market point, livestock off-take","Training on the importance of animal holding grounds for marketing, building of modern abattoir and linkage to market, capacity building on value addition of by products of slaughter animals"
1090,Samburu,Local chicken,Input supply,Floods,Moderate-Major,"Supply of feeds will be delayed due to the destruction of infrastructures e.g roads, bridges caused by floods, supply of equipments will also be delayed, high cost of equipments due to high demand /low supply,  inaccessibility to veterinary services by local farmers","Purchasing of feeds in bulk, formation of groups with common interests, training farmers on how to make their own feeds, training individual farmers/ groups on artisan (Jua Kali ) products, training farmers on poultry practices and husbandry","Training of farmers to make feeds using locally available materials, formation of groups with common interest to purchase feeds in bulk, capacity build the existing groups, training of champion farmers on diseases prevention, control and vaccination, construction of improved housing with insolation rooms, training of the youth/women to make equipments in polytechnics within the country"
1091,Samburu,Local chicken,Input supply,Droughts,Minor-Moderate,"Shortage of feeds, availability of equipment but there is low demand for them","Training on how to make their feeds, storing of feeds in bulk, training of farmers on making and handling of equipment, training the farmers on how to handle vaccines","Purchasing of feeds in bulk, training farmers on how to make their own feeds, training farmers, youth and women on artisanry to make their own equipments, training of farmers on the best poultry products and husbandry"
1092,Samburu,Local chicken,Market,Floods,Major,"Due to destruction of infrastructures and outbreak of diseases there will be low income to farmers and brokers, As a result of transmission of diseases, the availability of products and by-products is limited","Establish a good storage facility by groups of farmers for bulking of products, Use of individual farmers/groups to promote chicken products, training groups on the utilization of chicken products, training of farmers on poultry practices and husbandry","Establish a good storage facility by group of farmers for bulking of products/byproducts, training groups on the utilization of chicken products, use of individual farmers/groups to promote chicken products/by products, training of farmers on best poultry practices and husbandry"
1093,Samburu,Local chicken,Market,Droughts,Moderate-Major,"Promotion- market information will be strengthened as a result easy access to buyer/trader, the sales of chicken and its by products will be high but at low prices","Estabish a good storage facility by groups of farmers for bulking of products and byproducts, use of individual farmers/groups to promote chicken products and by products, training groups on the utilization of chicken products, training of farmers on poultry practices and husbandry","Establishing a good storage facility by group of farmers for bulking of products/ by products, training groups on the utilization of chicken products, use of individual farmers/groups to promote chicken products/by products, training of farmers on best poultry practices and husbandry"
1094,Samburu,Local chicken,On farm,Floods,Major,"Chicken feeds will be swept away by floods, a lot of feed wastage, difficult to clean the poultry house resulting to disease outbreaks","Use of locally available materials, training farmers on chicken feed consumption, digging cut-off drains to channel water away form poultry house, formation of groups/ cooperatives to enhance cold-chain storage at the local level by use of renewable energy, training of farmers on handling of vaccines","Training farmers on chicken feeds consumption, construction of poultry houses with a gentle slope on the floor for easy cleaning, formation of groups/cooperatives to enhance cold-chain storage at the local level by use of renewable energy"
1095,Samburu,Local chicken,On farm,Droughts,Minor-Major,"Low availability of feeds from the farms, farmers will incur high cost to buy the feeds, chicken health will deteriorate, outbreak of diseases as a result of dust particles","Storing of feeds in bulk, training on proper feeding of chicken to farmers, training on proper cleaning of poultry house, training farmers on handling vaccines, formation of groups and cooperatives to enhance on cold-chain storage facilities","Storing feeds in bulk to utilize during drought, encourage production of cereal and other chicken feeds, training farmers on hygiene and proper cleaning methods at poultry house, formation of groups and cooperatives to enhance on cold chain storage facilities, training farmers on handling of vaccines"
1096,Samburu,Local chicken,Post harvest,Floods,Major,"Reduction of white meat on eateries/restaurants, transmission of diseases leading to death and loses to farmers/traders","Purchasing in bulk at eateries/restaurants, good storage facility, establish a good storage facility for bulking of products/by products to enhance the quantity, ferrying of products by farmers in bulk to reduce individual cost of transportation","Establishing a good storage facility for bulking of products/by products to enhance the quality purchasing in bulk at eateries and resturanats, good storage facilities Ferrying of products/byproducts in bulk to reduce the cost of individual transport"
1097,Samburu,Local chicken,Post harvest,Droughts,Moderate-Major,"Increase of white meat in the hotels eateries, there would be more supply of chicken and its by products leading to low prices","Purchasing in bulk at eateries/resturants, good storage facilities, establishing a good storage facility for bulking of products to enhance quality, ferrying of products and by products by farmers in bulk to reducte the cost of transportation to individuals","Purchasing in bulk at eateries and resturants, good storage facilities, establishing a good storage facility for bulking of products or byproducts to enhance the quality, ferrying of products/by products in bulk to reduce the cost of individual transport"
1098,Samburu,Shoats,Input supply,Excess rainfall,Moderate-Severe,"Adequate feeds and water, increase in foot rot incidences and pneumonia, provision of veterinary services, high incidences of disease, high demand of veterinary services, sheep/goats deaths","Storage for future use, differed grazing, controlled grazing, capacity building, grazing management commitees, mass vaccination, disease surveillance, supportive treatment, regulation of agro-dealers, use of ethno medicine, upgrading of indigenous breeds, maintaining pure breeds, control inbreeding, capacity building of farmers","Construction of communal hay stores, upscaling pasture production, capacity building of farmers, reseeding of communial range lands, sensitization on disease outbreaks, introduction of mobile vet labs, routine vaccinations, use of AI services, introduction of improved breeds to farmers, capacity building farmers on breeding, controlled grazing"
1099,Samburu,Shoats,Input supply,Droughts,Severe,"Shortage of feeds, unavilability of water, conflicts and low production, limited access to vet services, high cost of vet drugs, outbreak of diseases, unscrupulous dealers who sell fake drugs to the farmers","Pasture production, harvesting and storage, controlled grazing (paddocking, deffered grazing), provision of feeds supplements, vaccinations, supportive treatments, surveillance missions, regulation of agro-dealers, use of ethno-medicine, capacity building, use of improved breeds- upgrading, maintaining pure breeds of red maasai sheep (more resistant to drought), controlled in-breeding","Upscaling pasture production and management through seeding of community range lands, capacity building and research on pasture seeds and seedlings, on farm feeds processing (introduction), establishment of vet and livestock departments at ward level, establishment and equippping vet labs at the subcounty levels, facilitation of agriculture, livestock and vet personnel for delivery of services to the farmers, control breeding (breeds, timing, capacity building on importance), use of breed resistant to drought and adopted to the area, use of artificai insemination (AI)"
1100,Samburu,Shoats,Market,Excess rainfall,Moderate,"High linkages, access to the market","Promoting and marketing, development of markets for livestock (infrastructure), strengthening livestock marketing association, strenghthening market linkages, creating LMAs, capacity building of super farmers, linking of farmers to SACCOs and registration of  groups","Strenghening LMAs, formulation of marketing cooperatives and SACCOs, construction of modern markets, establishment of effective market linkages with LMAs, formulation of livestock cooperatives and SACCOs, recruitment of market monitors to disseminate market information, use of local radio station to disseminate information, establishment of market information platforms, social media, SMS platforms e.t.c"
1101,Samburu,Shoats,Market,Droughts,Severe,"Low supply to markets, low prices, low households income leading to malnutrition, no linkages of farmers to markets, high exploitation of farmers by middlemen","Develop marketing policy, development of market infrastructure/creation of new markets, strengthening livestock marketing associations, creating LMAs where non-existent, strengthen market linkages, formation and strengthening of market monitors, dissemination of market information through local radio statition","Strengthen LMAs (Livestock market association), formulation of marketing cooperatives and SACCOs, construction of modern markets, establishment of effective linkages with LMAs, formulation of livestock cooperatives/ SACCOs, recruitment of market monitors, dissemination of market information throught local FMs, establishment of market information platforms, social media, SMS platforms"
1102,Samburu,Shoats,On farm,Excess rainfall,Moderate,"High tick infestation, high demand for acarides, high demand for veterinary services, high infestation of worms, high demand for dewormers, high cost of drugs","Planting of pasture seeds, provision of feeds supplements, control of worms, routine deworming, use of herbal medicine, proper feeding mass vaccination, ring vaccination, capacity building of community diseases reporters, disease surveillance and reporting","Introduction of communial spray bases at village level, establishment of agrovets and vet labs at community level, controlled grazing, routine deworming, capacity building farmers on deworming and drug handling, controlled grazing, mass vaccination, stregthening the vet. Services through facilitation, equipping of labs, strenghening diseases surveillance and reporting"
1103,Samburu,Shoats,On farm,Droughts,Moderate-Severe,"Limited access to acaricides, high supply of fake drugs, high resistance to the accaricides, outbreak of diseases (ECF), low production (meat and milk), high infestation of worms, high cost of drugs, low productivity and death","Routine/regular spraying, using appropriate acaricides, control grazing patterns, awareness creating, regular deworming using recommended drugs, use of herbal medicines, proper feeding (quality feeds and water), mass vaccination, ring vaccination, disease surveillance and reporting, capacity building of community disease reporters","Introduction of communal spray bases (village level), controlled grazing, capacity building of farmers on tick control and drugs handling, increase accessibility of drugs/establishment of agrovets and vet labs, controlled grazing, capacity building farmers on deworming schedules, dewormers, establishment of vet, agrovets at the village level, mass vaccination/ supportive treatment, strengthen disease surveillance and reporting, facilitation of vet officers in service delivery"
1104,Samburu,Shoats,Post harvest,Excess rainfall,Moderate-Severe,"High bulking and fattening- availability of quality feeds, high market prices, poor road networks/infrastructure, high transportation cost, lack of market access, losses due to road accidents/prolonged hours of transporting animals","Routine spraying, control grazing patterns, sensitization on importance of tick control, tracking of animals to markets, improvement of infrastructure, development of abattoirs at Nomotia","Establishment of feed lots, linking of farmers to abattoirs, reseeding of community rangelands, improvement of infrastructure (roads, communication), revive the holding grounds and weighing scales, operationalize the county headquarter's abattoirs and establishment of the same at the county level, linking farmers to the abattoirs"
1105,Samburu,Shoats,Post harvest,Droughts,Severe,"Inadequate quality feeds, high cost of feeds, less bulking and fattening, transportation of sheep and goats to the market- low supply to the markets, high transportation costs, roads banditry increases","Planting of pasture seeds, provision of feed supplements/multi-vitamins, control of worms, trekking animals to markets, use of trucks, improving road networks, development of abattoir at Nomotio, awareness creating on importance of slaughtering animals in slaughter houses","Establishment of feed lots, seeding of the community managed range lands, linking of farmers to abattoirs, improvement of infrastructure (roads, communication), revive the holding grounds and weighing scales, operationalize the county headquarters abattoir and establishment of sub county abattoirs, operationalize /reviving of hide and skin tannerizers, training of community meat inspectors"
,Siaya,Local poultry,Market,Intense rainfall,Severe-Minor,"Low farmer sale prices at farm gate, reduced marketing activities and linkages, market scarcity of poultry products, increased market prices by brokers and traders, high perishability of products","Middle men being used at farm gate prices, promotion of chicken marketing(open field days and agricultural shows), hoarding chicken for seasonal festivities e.g. during christmas prices are high","Improve linkage of farmers to markets by encouraging cooperatives, strengthened and funded organised field days and shows, sectioning of chicken for sale at butcheries, explore value addition strategies for chicken products"
1084,Siaya,Local poultry,Input supply,Intense rainfall,Major-Minor,"Increased feed losses(moulds/rotting), limited acccess and high feed /drugs cost due to transport challenges, low access to breeding chicks, high labour requirements and costs","Use of improved/traditional poultry breeds, proper drying of grains and storage in a dry place, use of chicken cross breeds, use of drugs/traditional herbs for pests and diseases control","Establishment of feed drying units in each ward, farmers to have elementary knowledge on vet services, establish county supported policy framework on feed formulation, road infrastructure improved to facilitate feed access"
1085,Siaya,Beans,Input supply,Heat stress,Major-Minor,"Reduced viability of seeds, reduced demand for inputs, reduced input access(low supply), increased costs due to scarcity","Use of recycled seeds, seed access through farmer-farmer networks, non use of inputs(fertilisers and chemicals), use of drought tolerant bean varieties, seed drying, mechanical scarification",Seed pre germination(priming)
1086,Siaya,Beans,Market,Droughts,Minor,"Reduces the quality for selling, reduced quantities and reduces market accessibility, reduced activity of farmer associations","Adoption and use of improved technologies in production, local and farm gate sales, contracted sales and marketing, sorting, grading and packaging in determined quantities, sale to brokers/middlemen for external marketing","Use of standardized market weights(kgs instead of volumes), county support to access external markets, access to crop insurance products(cushion against loss)"
1087,Siaya,Beans,Input supply,Droughts,Major-Minor,"Land preparation becomes difficult as droughts create hardpans, reduced viability, seed scarcity, reduced demand for inputs(seeds/fertilizers)","Mechanisation of land preparation i.e oxdrawn ploughs, retain crop biomass to conserve moisture, planting of drought tolerant and certified seeds, contracting labor, use of traditional seed supply systems(farmer to farmer)","Access and promotion of certified seeds, access to information(seed preservation, dressing and pest control), diversify planted bean varieties to marketable varieties"
1088,Siaya,Beans,Post harvest,Heat stress,Minor,"Increasing incidences of storage pests/rodents, poor harvest quality and low quantity, labour scarcity and inceased costs ","Manual harvesting, use of sorting sieves, manual threshing and winnowing (household/hired labour), divert produce to household consumption, seed storage in granaries/gunny bags, use of local preservatives(ash) for pest control ","Mechanisation of harvesting, threshing and winnowing, promote value addition(tinning), access to improved storage structures(pest free structures)  "
1089,Siaya,Beans,Post harvest,Droughts,Minor,"Reduced costs of processing, poor quality and quantity of harvested produce, loss of value addition opportunities ","Seed storage in local structures(granaries/within households), divert harvest to household consumption, use of pots/gunny sacks for seed storage, use of ash for pest control","Improvement of harvesting, sorting and grading equipment(reduces losses), improved post harvest handling(sorting, grading), explore bean value addition products(drying, roasting and tinning)"
1090,Siaya,Sorghum,Input supply,Dry Spell,Moderate-Minor,"Limited access to inputs, limited labour requirements","Access to drought tolerant seed varieties, non use of inorganic fertilisers at planting","Explore seed priming technologies, use of improved sorghum varieties(drought resistant), access to irrigation facilities"
1091,Siaya,Sorghum,Market,Intense rainfall,Moderate-Minor,"Low market supply(scarcity and high demand), reduced farmer prices(low quality), reduced market/marketing opportunities, shift in market focus(cereal/legume commodities), loss of market linkages, information and marketing opportunities","Seed hoarding to increase market prices, sale of seed locally and at farm gate, use of middlemen/brokers for marketing  ","The farmers should add value to their produce by applying insecticide for preservation and sell when the market is up, the farmers should come together as a cooperative to help the collective bargaining, formation of producers marketing groups, county support to explore external markets and repair damaged road infrastructure"
1092,Siaya,Maize,Input supply,Droughts,Major-Moderate,"Low quality of planting seeds, labour scarcity, high labour costs","Use of drought tolerant, early maturing and certified seeds, reduced use of organic and inorganic fertilisers","Government support to stockists(access drought tolerant seed, early maturing varieties), promote use of certified seeds, diversify to marketable maize varieties(pop corn maize) "
1093,Siaya,Local poultry,Input supply,Droughts,Severe-Moderate,"Increased temperatures affect poultry through stress which leads to low quality feeds and high costs, labour scarcity, increased water demand, increased vaccine stability","Improved ventilation through proper house orientation and design, use of appropriate cool boxes with enough ice cubes, purchase of feeds and vitamins to cooperatives/groups, use of traditional herbs(aloe vera) ","Restructuring the houses and researching for newer economical designs, improved poultry breeding programme, promote growing of local grains as feeds, county support to establish millers per sub county, introduction and availability of thermostable vaccines, improved coverage of trainings for disease control"
1094,Siaya,Beans,Market,Heat stress,Minor,"Low market supply(scarcity and high demand), reduced farmer prices(low quality), reduced market/marketing opportunities, shift in market focus(cereal/legume commodities)","Local and farm gate sales, contracted sales and marketing(institutions/external markets), sorting, grading and packaging in determined volumes, sale to brokers/middlemen for external marketing","Use of standardized market weights(kgs instead of volumes), county support to access external markets, access to crop insurance products(cushion against loss)"
1095,Siaya,Local poultry,Post harvest,Droughts,Minor,"Slaughtering-inadequate water so hygiene is low, transportation-dust(dressing costs go high), low carcass weights, increased incidence and rapid perishability(high temperatures), increased energy requirements(cold storage and refrigeration)","Water sanitization and cleaning, useof cold storage facilities(for meat) and moisture free boxes(eggs), timed slaughtering, manual egg collection, cleaning, grading and tray packaging, defeathering of poultry carcasses, egg incubation for breeding chicks","Dry slaughtering and use of sterilizing of slaughter facilities(slaughter points), use of cooler boxes and refrigeration facilities(carrying meat), community post harvest value addition(innovate chicken products)"
1096,Siaya,Maize,On farm,Droughts,Severe-Major,"Poor crop germination and establishment, poor workability of land during ploughing and planting, low agronomic efficiency, increased pests infestation","Timely planting, planting alternative crops e.g arrow roots, tomatoes, kales, legumes, family labor/rotational group labor, conservation agriculture, agroforestry","Access to subsidized and mechanized land equipment(rippers, subsoilers), county support for animal training(draught power), access to irrigation equipment, conservation agriculture"
1097,Siaya,Beans,On farm,Heat stress,Moderate-Minor,"Poor seed establishment and growth vigour, increased production costs(land preparation), reduced efficiency in labour and fertilisers applied","Early planting, use of organic fertilizers(poorly decomposed), enterprise diversification(horticulture/cereals/root crops), access to weather advisories(plan planting dates), agoforestry, reduced tillage","Conservation agriculture, promote mulching and soil cover, irrigation systems, promote access to extension information and weather advisories"
1098,Siaya,Beans,On farm,Droughts,Major-Moderate,"Increased difficulty in land preparation, deteriorated soil quality(low organic matter, microbial activity), poor germination and crop vigour, reduced use and efficiency of fertilisers  ","Mechanization of farm practices and timely operations, timely farm operations/plantings/weeding/spraying, agroforestry, intercropping, conservation agriculture, labour hiring","Minimum tillage and conservation agriculture, establish community owned farm machineries(jab planters, harvesters), apropriate use of meteorological information, use of cultural weed control methods, adoption of greenhouses, drip irrigation"
1099,Siaya,Maize,On farm,Intense rainfall,Major-Moderate,"Poor seed germination, low growth vigour, reduced agronomic efficiency(fertilisers/applied chemicals), reduced labour efficiency, land preparation challenges, increased weeds prevalence, high labour costs(weeding) ","Soil and water conservation(terraces, furrows, dykes, grass strips), use of household/community labour(farm rotations), staggered planting, agroforestry, enterprise diversification(root crops, fishing, poultry)","Community soil and water conservation, catchment and drainage(canals/tree planting/dams/dykes), promote use of early warning systems, extension advisories on crop management"
1100,Siaya,Local poultry,Market,Droughts,Moderate-Minor,"Market scarcity of poultry products, reduced farmer prices(farm gate), loss of market and marketing opportunities(undefined markets), shift in market focus, increased market prices(brokersand traders) ","Middlemen group marketing and individual marketing, value addition at sale points(frying, boiling, stews), sale of breeding chicks, sale to chicken brokers or merchants, hoarding of poultry products to improve market prices","Get a constant supply through improved productions and agreements done, innovation of new chicken products, aggressive promotion of chicken and chicken products, diversify of chicken products, flock planning, cooperatives to help standardize the prices"
1101,Siaya,Sorghum,Input supply,Intense rainfall,Severe-Minor,"Poor drainage since the water infiltration rate in the soil is lowered hence poor germination-the seed rots, limited access to inputs(transport/terrain challenges), limited labour requirements","Farmers construct terraces/furrows to control water, early dry planting, use of certified seeds, non use of inorganic fertilisers and pests/diseases control substances ",County support to establish drainage structures(canals/dams)
1102,Siaya,Maize,Post harvest,Intense rainfall,Major-Moderate,"Poor quality of harvested grains, high afflatoxin incident, challenges in grain drying, shelling and grading, high transport costs, loss of post harvest value opportunities","Manual household/hired labor for harvesting, drying, sorting and grading, sun drying by spreading grain on polythene, manual cob shelling, use of animal transport means, household consumption of the low quality grain ","Promotion of solar powered grain driers and shellers at farm level, establish community cereal banks(storage reserves/seed banks), improvement of rural access roads by the county government "
1103,Siaya,Local poultry,Market,Intense rainfall,Severe-Minor,Communication breakdown between buyers outdoor promotion activities cant take place well,Middle men being used now open field days and agricultural shows seasonal pricing during christmas price high,"Improve linkage of farmers to markets by encouraging cooperatives strengthened and funded organised field days and shows sectioning of chicken for sale at butcheries,strenghten cooperative societies,value addition"
1104,Siaya,Maize,Market,Intense rainfall,Moderate-Minor,"Scarcity of grains hence high maize prices by brokers and traders, low farmer prices at farm gate, loss of market opportunities/linkages ","Farmer individual sale, value addition for higher prices(improved packaging), use of alternative marketing platforms(phones/local media), grain hoarding to improve market prices","Promotion of community cereal banking, county support on improving market structures and facilities, formation of farmer cooperatives to facilitate marketing, access to crop marketing insurance policies"
1105,Siaya,Local poultry,Post harvest,Intense rainfall,Minor,"Reduced slaughter(increased chances for contamination), limited transport(farm to storage), increased perishability(egg, carcass), increased labour requirements(dressing), divert to household consumption","Timed slaughtering(few at a time), defeathering chicken for storage/sale, manual collection, grading and sorting of eggs, household consumption(low quality eggs)","Have a common slaughterhouse and cold room for community, promote small scale cooling and refrigeration facilities(cooler boxes), poultry enterprise diversification(duck/goose/rabbit/dairy farming)"
1106,Siaya,Sorghum,Market,Dry Spell,Major-Moderate,"Reduced surplus- no produce for marketing-thus no additional/extra money for other domestic requirements, reduced prices-quality supply is greater than demand, divert produce to local market and household consumption","The farmers store the produce for longer periods until the prices go up(hoarding), farmers sell their produce individually, sale to brokers/middlemen(breweries agents), sale to animal feeds brokers","Cooperative societies should be formed for collective marketing/bargaining, county support to explore external markets, explore traditional value addition products(beers), contract farming with breweries"
1107,Siaya,Maize,Market,Droughts,Severe-Moderate,"Reduced farmer prices(low quality), increased trader prices due to scarcity, reduced marketing linkages, divert produce to local markets and household consumption, reduced household income","Farmer individual sale at farm gate and local markets, limited use of cereal banks, use of brokers or middlemen for marketing, value addtion for higher prices(improved sorting and packaging)","Promote communal cereal banks, establish grain collection centres, contracted farming, access to crop insurance products"
1108,Siaya,Sorghum,On farm,Intense rainfall,Severe,"Late planting, logging and leaching of nutrients, poor germination and establishment, increased labour requirements, challenges in land preparation, pests and diseases incidence","The farms are ploughed early enough especially during the dry spells before the rain falls, access to weather advisories(plan planting dates), intercropping root crops, agroforestry, conservation agriculture, ridge and contour planting, manual weeding","Mechanization support by the county government in drainage of water logged areas, county government should help to provide harvesting equipments at subsidized costs(mechanised harvesting), enterprise diversification(cassava, sweet potato, bee keeping, poultry), promote agroforestry"
1109,Siaya,Sorghum,On farm,Dry Spell,Severe-Minor,"Rate of preparation-low and expensive, more man power is required for quality work hence high labor costs, increased seed loss by pests and diseases, low fertilisers efficiency, reduced labor requirements and efficiency(more time consuming)","Early preparation is practiced by farmers the work is started early enough, farmers spread polythene material to reduce the rate of spillage due to dryness, employ watchers to avoid crop damage by birds, enterprise diversification(poultry/fishing), crop ratooning, intercropping with cereals, conservation agriculture","Mechanisation is required to prepare the land in time and mechanized harvesting, drip irrigation, capacity building on proper planting, weeding and ratooning, conservation agriculture, agroforestry(wind breaks), audible bird scaring devices"
1110,Siaya,Maize,Input supply,Intense rainfall,Major-Moderate,"Shortage of planting seeds, limited access to inputs due to transport challenges, labour scarcity hence high labour costs","Use of local/recycled seeds, non use of inorganic/organic fertilisers, seed recycling","Sensitizing stockists on access to certified/improved seeds, provision of seed relief from the county or national government"
1111,Siaya,Local poultry,On farm,Droughts,Major-Moderate,"Reduced flock vitality(reduced:feeding, brooding, breeding, egg laying), malnutrition(low feeding rate), low growth rates, increased pests and disease incidence, high labour costs","Flock planning, IPM using local herbs/concotions, establish feeding and watering regimes, culling of sick birds, free range management(supplement feeding), ventilation of housing facilities, poultry water sanitization","Improved breeder technology(facilities), capacity building and access to modern disease and pest facilities, research into improved poultry housing(using local resources e.g. hyacinth reeds)"
1112,Siaya,Sorghum,Post harvest,Dry Spell,Minor,"Competition with pests/rodents, low quality(very light) and poor harvest quantities, high spillage rate-easily crash and get wasted(due to low density)","Farmers collect their produce early enough to reduce invasion by pests and rodents, the produce is packaged in gunny bags to reduce spillage before transportation, pesticides are used to reduce the rate of pest infestation","Mechanized harvesting(reduce harvest losses), access to rodent free storage structures, encourage use of a donkey driven carts to reduce wastage, PIC bags should be used to improve on storage"
