ID,County,Value chain,Value chain stage,Key activities,Who is involved,Input supply (key activities importance),Input supply (key activities location in the country)
1504,Baringo,Indigenous chicken,Post harvest,Transportation to the market,"Farmers, middlemen, buyer/consumer",To avoid the product/produce to the desired market. For safety of the products,Various markets identified within and outside the county
1505,Bomet,Banana,Post harvest,Collection and bulking,"Farmers, buyers",To facilitate centralized marketing. For better bargaining power.For grading,"Collection centres, major market centres, marketing points e.g along the roads in all subcounties"
1506,Bomet,Irish Potatoes,Post harvest,Storage,"Farmers, cooperatives",To ensure/extend shelflife. To reduce incidences of post harvest losses. To strategise/scout for markets,"On farm, Aggregation centres (cold stores) found at Tegat, Mogoma bomet east"
1507,Bomet,Local chicken,Post harvest,Bulking,"Farmers/farmer groups, vendors, cooperative societies",To take advantage of economies of scale,Scattered across the county
1508,Bomet,Sweet potatoes,Post harvest,Transportation,"Farmers, cooperatives",Access market for the product,From farm to market
1509,Elgeyo Marakwet,Beans,Post harvest,Storage,"Service providers, Farmers","To prevent post harvest losses, for food security and better prices",Farm level the entire county
1510,Elgeyo Marakwet,Irish Potatoes,Post harvest,Storage,"Service providers, Farmers","For preservation to increase shelf life, Waiting for better market prices, To meet market demand.",at the farms
1511,Elgeyo Marakwet,Cattle (milk),Post harvest,Storage and processing,"Service providers, suppliers, farmers, processors, wholesalers/retailers","Value addition, Quality control, Price bargaining",Ward level and cooperatives
1512,Isiolo,Local chicken,Post harvest,Transportation,"Farmers are involved (large scale),",The activity is important to avoid losses and improve shelf life,The activity is located in every ward
1513,Isiolo,Green grams,Post harvest,Collection,The activity is important to put the collection of produce together for transport,The activity is important to put the collection of produce together for transport,The activity is located in every ward
1514,Isiolo,Goat (meat),Post harvest,housing,"Service providers, suppliers, farmers",The activity is important to potential buyers where they can get best price,The activity is located in every ward
1515,Isiolo,Camel (milk),Post harvest,Storing,"Service providers, suppliers, farmers, Processors, retailers",The activity is important for improving shelf life,In every ward
1516,Kajiado,Cattle (milk),Post harvest,Hay harvesting,"Service providers, suppliers, farmers",Pasture conservation,Rural areas
1517,Kajiado,Cattle (meat),Post harvest,Transporting meat,Service providers,Ensure the product reaches the market,Across the county
1518,Kajiado,Tomatoes,Post harvest,Transportation,"Service providers, farmers, wholesalers/retailers","Service providers, farmers, wholesalers/retailers","From the farm to markets (Loitokitok to Nairobi, Mombasa and local markets"
1519,Kajiado,Goat (meat),Post harvest,Slaughtering and butchering,"Service providers, suppliers, farmers, processors, wholesalers/retailers","Service providers, farmers, wholesalers/retailers","Designated slaughter points, licensed butcheries"
1520,Kakamega,Local vegetables,Post harvest,Transportation,"Farmers, buyers and transporters",To make produce accessible to consumers,"From farm to market, From market to consumer, From farm to warehouse, From warehouse to consumer"
1521,Kakamega,Maize,Post harvest,Transportation,"Farmers, transporters, Middlemen",Avail produce to the market,Road across the county
1522,Kakamega,Dairy cow,Post harvest,Milk transportation,"Farmers, boda boda, Private companies",This is to facilitate a common collection centre and bulking before forwarding to processors,"Coolers in Bukura, Lugari and Likuyani"
1523,Kakamega,Local chicken,Post harvest,Processing,"Farmers, Vet officers, Certification for safety. Increase price","Adding value, Increase shelf life, Certification for safety, Increase price","Processing plant, On farm within the county"
1524,Kericho,Local vegetables,Post harvest,sorting and grading,"service providers, suppliers, farmers-small scale","Removal of unwanted material,increase in quality","farm, market, consumption levels, throughout the county"
1525,Kericho,Local chicken,Post harvest,Storage,"Suppliers, farmers, wholesalers/retailers",To allow for efficient marketing,At farm levels and at retailers outlets
1526,Kericho,Banana,Post harvest,Storage,"Farmers, wholesalers/retailers-to reach the consumers and buyers","to ripen, to prevent them from going bad and keep them in good conditions","Ainamoi ward, cheplanget wards, kiptere wards"
1527,Kericho,Tea,Post harvest,Transportation,"Service providers (KTDA, Factories, Individuals and transporters),Wholesalers/retailers","hygiene quality tea factories are distant, away from the farms",All the growing zones
1528,Kisumu,Cassava,Post harvest,"process(chipping,grinding,fermentation,value addition to crisps",Farmers,Value addition,Across the county
1529,Kisumu,Local chicken,Post harvest,Slaughtering,Farmers,customer preference and to facilitate processing,all over the county
1530,Kisumu,Cowpeas,Post harvest,Bulking,"Service providers, suppliers, farmers, wholesalers and retailers",for easy transportation to the market centres,"Nyando,Nyakach and parts of Muhoroni sub counties"
1531,Kisumu,Sorghum,Post harvest,Storing,"Service providers, suppliers, farmers",future use,"homestead and cereals board silos,kisumu city"
1532,Laikipia,Indigenous chicken,Post harvest,Transport,"Service providers, farmers, wholesalers/retailers",To ensure the chicken gets to the market in time,Countywide
1533,Laikipia,Cattle (milk),Post harvest,Transport,"Service providers, Farmers, Processors",For fresh milk to reach to the processing plant,Countywide milk is collected together in bulk
1534,Laikipia,Maize,Post harvest,Bulking,"Service providers, Farmers",It attracts common market and good bargaining,Laikipia West
1535,Laikipia,Sheep,Post harvest,Transportation,"Service providers, Suppliers, Farmers, Wholesalers/Retailers",To access market,Countywide
1536,Lamu,Fish,Post harvest,Transportation,"Truck drivers, loaders, cold storage personnel, fish traderss","Fish should be transported in hygienic condition in refrigerated trucks to guarantee quality, value and shelf life","Landing site, Malindi, Mombasa, International markets"
1537,Lamu,Cotton,Post harvest,Transportation,"Individual farmers, Private transporters, Cooperatives, Brokers, COunty government","Farm level, cooperatives, graneries","Farm level, cooperatives, graneries"
1538,Lamu,Indigenous chicken,Post harvest,Transportation,"Farmers, traders, transporters, labourers, veterinary","To reach the consumer/market, linkage","Road, boat, bicycles, motorcycles"
1539,Lamu,Cashew nuts,Post harvest,Processing,"Farmers, cottage industries, cooperatives, casual labourers",To add value,"On farms, cortage industries"
1540,Machakos,Pigeon peas,Post harvest,Packaging and storage,"Service providers, suppliers, farmers, processors, wholesalers/retailers",Quality control,Countywide
1541,Machakos,Mango,Post harvest,Bulking,"Service providers, Farmers, Processors, Wholesalers/retailers","Reduce transport cost, hence more profits. Increases traceability",All the 8 sub-counties
1542,Machakos,Indigenous chicken,Post harvest,Storage,"Farmers, Wholesalers/retailers",To collect a critical mass. To wait for the best buyer,County wide at market places
1543,Machakos,Green grams,Post harvest,Service providers: Small-scale. Suppliers: N/A. Farmers: Small-scale. Processors: N/A. Wholesalers/retailers:N/A.,,Determines quality,"Masinga sub-county, Yatta sub-county, Mwala sub-county, Kangundo sub-county. Lowers zones of Machakos sub-county"
1544,Mandera,Sorghum,Post harvest,Transportation,"Men and youthful men farmers, businessmen",To take sorghum grain from the farm field to storage silo. Household consumption,"Takaba, Banissa, Kutulu, Fino, lafey, Shambir Fatuma, Finsharo, Wagudud, Burudurasi, Gither"
1545,Mandera,Tomatoes,Post harvest,Processing,"Farmers, processors, marketing groups","Value addition, packaging, marketing",Mandera town
1546,Mandera,Goat (meat),Post harvest,Slaughtering,"Flayers, vet department (inspection), transporters, Slaughter house",Value addition. Food safety standards. Source of income to county,Destination slab/slaughter houses
1547,Mandera,Camel (milk),Post harvest,Transportation,Businessmen,To access the market to buy there product,From the farm level to the market
1548,Marsabit,Kales,Post harvest,Transportation,"Service providers, Farmers, Processors, Wholesalers/retailers",Timely delivery to the market. To both producers and consumers,Sub-county wide
1549,Marsabit,Teff,Post harvest,Transportation,"Service providers, suppliers, farmers",To reach the market and consumers/earn income,"Saku, North hoor, Moyale"
1550,Marsabit,Goat (meat),Post harvest,Transportation,"Service providers, suppliers, farmers",Off take,The entire county
1551,Marsabit,Fish,Post harvest,Transportation,"Service providers, suppliers, farmers",Transport to the market,"Loiangalam, Illiret, Elmolo, Moile, Siricho, Marti"
1552,Tharaka  Nithi,Green grams,Post harvest,Storage,"Service providers, Suppliers, Farmers, Wholesalers/Retailers",To look for better price at the right time,By all farmers who harvested green grams
1553,Tharaka  Nithi,Local chicken,Post harvest,Removing of the internal organs,"Farmers, Processors, Wholesalers/Retailers",To separate the meat and the waste,In individual farms and organised groups
1554,Tharaka  Nithi,Goat (meat),Post harvest,Bulking,"Service providers, Farmers, Processors",For better Market prices/to avoid exploitation by middlemen,"Kamanyaki, Kamarandi"
1555,Tharaka  Nithi,Cattle (milk),Post harvest,Poor storage methods,"Service providers, suppliers, farmers",Determines quality of milk hence market value,Milk collection centres by cooperative and SHGs
1556,Uasin Gishu,Irish Potatoes,Post harvest,Packaging and storage of seed material,Farmers,For better market price,On farm
1557,Uasin Gishu,Maize,Post harvest,Storage,Farmers,Reduce post harvest losses and speculate for better prices,Farm level and market outlets
1558,Uasin Gishu,Dairy cow,Post harvest,"Collection, bulking and cooling","Service providers, suppliers, farmers, processors",For burgaining for higher prices,Farmer cooperatives and milk plants
1559,Wajir,Camel (milk),Post harvest,Storing and processing,"Wagalla milk traders, Wajir milk trader, Individual retailers","Improves volumes traded, Reduces spoilage (Improves shelf life)","Wagalla Trading centre, Griftu market, Wajir town"
1560,Wajir,Chicken,Post harvest,Processing,"Hotels and restaurants, canteens and clubs",Value addition activity. Source of income,"Countywide (All the subcounties i.e Buna, Bute, Habaswan, Wajir west, Tarbaj, Wajir south, Wajir East)"
1561,Wajir,Sorghum,Post harvest,Processing,"Millers, farm family",To add value,Countywide
1562,Wajir,Water melon,Post harvest,Collection,Farmers,For ease of loading from one point,"Growing areas e.g Kukale, Barwako, Wichir and Habswein"
1563,Bungoma,Maize,Post harvest,Storage,Farmers- youth and women; Dealers- youth; Machines- grains in NCPBs,"For future food security, reduce post-harvest losses and improve market value","Farms, bulking centers and NCPB"
1564,Bungoma,Local chicken,Post harvest,Packaging,Farmers and processors,prevent contamination; for easy transportation,"Farms, processing firms"
1565,Bungoma,Cattle (milk),Post harvest,Processing of milk,"Farmers, dairy cooperatives and processors",In order to preserve and make it available and safe for consumption,"Farms, dairy cooperatives and milk factories"
1566,Bungoma,Beans,Post harvest,Dusting (Seed/grain treatment) Backing (Bagging),"Farmers, extension, agro-dealers, transporters",Increase shelf-life to take advatage of future best price,Farms and warehouses
1567,Kiambu,Banana,Post harvest,Processing,Processors,"To reduce post harvest losses, increase shelf life and food safety, and increase profitability",All sub counties
1568,Kiambu,Cattle (milk),Post harvest,Collection and bulking,"Dairy societies, private companies, and milk traders",To reduce the cost of transportation because the production areas are far from consumption centers,"At the farm, dairy societies, milk traders collect from farm or dairy societies"
1569,Kiambu,Irish Potatoes,Post harvest,Aggregation,Men,To maximize profits,within the county and neighbouring urban centers and counties
1570,Kiambu,Local chicken,Post harvest,Transportation,Men and youth,To access market,village and subcounty level
1571,Kirinyaga,Tomatoes,Post harvest,Collection and bulking,"Farmers, loaders, transporters","Economies of scale, pricing, quality of produce delivery to the market","on farm, farm to market"
1572,Kirinyaga,Local chicken,Post harvest,slaugher and marketing of local birds,Men and youth,Income,All sub counties
1573,Kirinyaga,Avocado,Post harvest,Transportation,"avocado cooperative society,  farmers, brokers",to avail the avocado fruit product to the factory or market,"farm, factory, market"
1574,Kirinyaga,Banana,Post harvest,Ripening,"farmers, retailers",value addition for better returns,county wide/ all subcounties
1575,Kirinyaga,Cattle (milk),Post harvest,"Veterinary services (vaccination, deworming, A.I)","Farmers, veterinary officer, suppliers","To maintain animal health, to imporve the breeds",On farm
1576,Kisii,Banana,Post harvest,De-handing,Youth and women,Reduction of wastage and ease of transportation,Kisii county
1577,Kisii,Cattle (milk),Post harvest,Fodder storage and conservation,"Farmers, traders, CIGs and co-operatives","For sustained production, drought mitigation, quality assuarance, and income generation",Farm level
1578,Kisii,Indigenous vegetables,Post harvest,Transportation,"Marketers, traders, farmers and transporters","Reduced spoilage and maintain quality, ensures timely supply",Countywide
1579,Kisii,Local chicken,Post harvest,Processing,Traders,For value addition,Market centers
1580,Kitui,Mangoes,Post harvest,Value addition,"Farmers, cooperatives, relevant stakeholders","To add value to mango product, improve shelf life and minimize losses","At processing unit, cooperative societies"
1581,Kitui,Green grams,Post harvest,Bulking,"Farmers, cooperatives, wholesalers, groups, CBOs","They get bargaining power, good for price negotiations",Aggregation centers in all subcounties
1582,Kitui,Local chicken,Post harvest,Slaughtering,Men,Easy marketing and value addition,"Kitui town, mwingi and mutomo farms"
1583,Kitui,Goat,Post harvest,Transportation,"Farmers, brokers and traders","taking into destination, minimize weight loss",within and outside the county
1584,Migori,Sweet potatoes,Post harvest,Grading,Mostly women but men and youth are also involved,To enable efficient pricing and marketing,In all respective subcounties where sweet potatoes are produded
1585,Migori,Local vegetables,Post harvest,Value addition,Farm households,To enhance their shelf-live for future use,Farms across the county
1586,Migori,Local chicken,Post harvest,Poultry manure collection,Farmers,Utilization in crop farms,Countywide
1587,Migori,Goat (meat),Post harvest,Transportation,"Farmers, buyers and transporters",To access market,County
1588,Murang'a,Local chicken,Post harvest,Slaughtering,At business premises,To convert the chicken to meat,in the business premises
1589,Murang'a,Cattle (milk),Post harvest,Transport,Dairy cooperatives,To get milk to the coolers before it spoils,Collection centers
1590,Murang'a,Banana,Post harvest,Weighing,Farmers and traders,to get the value of the produce,Aggregation centers and at farm level
1591,Murang'a,Avocado,Post harvest,Transportation,"Individual transport agents, processing companies also transport e.g Vegpo, and Boda Boda",This is to reduce post-harvest losses and ensure timely delivery of produce to pack houses,Rural roads and major highways
1592,Nandi,Indigenous chicken,Post harvest,Delivering eggs to market,Farmers,Delivering eggs to the market,Countywide
1593,Nandi,Cattle (milk),Post harvest,Processing (pos chilling)- large processors on value addition,"P.O, processors (KCC, brookside, Daima, Highlands e.tc.)","To prolong milk shelf life , to add value to milk= increased prices, to obtain nutritions by products e.g ghee, butter, cheese","On the processing plant, on the P.O level"
1594,Nandi,Maize,Post harvest,Storing,"farmers, aggregators","for future use, maintainance of quality","at farm level, warehouses"
1595,Nandi,Tea,Post harvest,Processing,"KTDA, Multinational cooperation, private companions, parastatals",To get a final product that has high demand in the market,factory
1596,Narok,Sheep (meat),Post harvest,Slaughtering,"Farmers, middlemen,NGOs and government","Ecological balance, economic activities, marketing, increases food security",
1597,Narok,Maize,Post harvest,Value addition (milling),"Women, youth and men",To increase the value of production and facilitate utilization,"Small posho mils all over the county, large millers in Narok North and south"
1598,Narok,Local chicken,Post harvest,Storage of effs and live chicken,"Youth and men- traders, brokers",Ease access to market; Avoid breakage/losses of eggs,Local centers
1599,Narok,Cattle (milk),Post harvest,Food storage,"Cooperatives, farmers, feed producers, feed transporters, feed warehouse attendants","To build resillience for farmers, to avoid post harvest losses","Feed storage stores, farm level, cooperatives, commercial feed warehouse handlers"
1600,Nyamira,Local chicken,Post harvest,Grading (eggs),"Farmer, extension officer",to ensure quality for sale and hatching,Farm level/ households for small scale farmers
1601,Nyamira,Local vegetables,Post harvest,Storage,farmers and buyers,For proper maintainance of quality,all over the county
1602,Nyamira,Cattle (milk),Post harvest,Milk recording,farmers and record,certification of the quantity and quality farmers delivered,all over the county
1603,Nyamira,Banana,Post harvest,Transportation,"Farmers, transporters, buyers, aggregation center committees",To deliver product ot the consumer/market,major markets with in and outside the county
1604,Samburu,Local chicken,Post harvest,Slaughtering,individual farmers/hotels,"Accesibility of white meat, provision of market",main urban centers
1605,Samburu,Cattle (meat),Post harvest,Slaughtering,Butcheries and farmers,Value addition and food,"market centers, county wide"
1606,Samburu,Apiculture,Post harvest,Transportation,"Women, youth and men",To reach the market,from homestead/source to market
1607,Samburu,Shoats,Post harvest,slaughtering of sheep and goats,"butcheries, slaughter houses, individual farmers","For revenue, source of income, value addition of meat product, for employment creation","slaughter houses, butcheries, individual farms"
1608,Transnzoia,Maize,Post harvest,Milling/Processing,"Farmers, posho mills, and industries",To generate revenue from produce,Farm gate and market center
1609,Transnzoia,Indigenous chicken,Post harvest,Slaughter/ value addition for chicken meat or product,"Men(high), youth (high), and women (low)",Increase in profitability,"Halal slaughter centers, eateries/hotels, withing households"
1610,Transnzoia,Cattle (milk),Post harvest,Processing and value addition,"Processor, co-operatives, on farm value addition, and regulation","Extend shelf-life of product, enhance value of milk, improve the end product , and post-harvest losses","At the processing plants, onfarm, and cooperative processing plant"
1611,Transnzoia,Beans,Post harvest,Drying and storage,Youth and women,"To achieve the right moisture content , prevent aflatoxin, and store for prolonged shelf life",Farms and silos
1612,Turkana,Sorghum,Post harvest,Transportation,"Farmers, NGOs and Government",To ensure the harvest gets to the market and consumers,"Production areas, stores and major towns within the county"
1613,Turkana,Shoats,Post harvest,Bulking,"Community, processors, wholesalers and brokers",Helps in market transportation,Near market centers
1614,Turkana,Local poultry,Post harvest,Processing,Butcheries and hotels,Preservation and value addition,
1615,Turkana,Fisheries,Post harvest,Packaging and storage,Processors,Helps to the market volumes to be sold,"Lake Zone, Langech, Kalokol and Lodwar"
1616,Vihiga,Indigenous chicken,Post harvest,Transportation,"transporter, farmer",Links the farmer to the market,From farm to market
1617,Vihiga,Cattle (milk),Post harvest,Processing,"Milk processors, insititutions","Milk value addition, increase of farmers income, creates employement","farmers, processing plant"
1618,Vihiga,Banana,Post harvest,Bulking and aggregation,"farmers, aggregators, buyers","fetch market prices, for further transportation,",market
1619,Vihiga,African indigenous vegetables,Post harvest,Harvesting,family and hired labour,Preparation for own consumption and marketing,on the farm
1620,Embu,Banana,Post harvest,Tranporting,"on farm-farmers,to markets-transporters(trucks)",deliver the produce to the market,collection centres to external markets
1621,Embu,Beans,Post harvest,bulking,"the farmers,brokers,wholesale buyers","to determine the quantity,to attract buyers,to reduce marketing","farm levels,buying centres,collection centres"
1622,Embu,Beans,Post harvest,post harvest campaigns,"extension officers,agro dealers,KARLO","metal silos,hermatic bags retailing at sh.250,use of storage pesticides,prolonged storage","ministry of agriculture,catholic diocese centers"
1623,Busia,Cassava,Market,Pricing,"farmers,house,busia grain values chain cooperatives,traders","for the producers that come up with the profits,the producers can know whether they are making losses or profits,can assist in decision making",individual farmersBusia grain VC cooperatives
1624,Busia,Local Poultry (meat),Market,promotion of birds(advertising),"farmers,cooperatives,farmer groups",to create awareness of the availability of the birds to facilitate marketing,throughout the county whenever farmers want to sell their birds
1625,Busia,Maize,Market,image not clear,"farmers,cooperatives",,"Teso North and south,nambale"
1626,Busia,Sorghum,Market,Pricing,"farmers,brokers",to fetch higher prices/get value of the product,"countywide/local markets-busia,butula,bumula,fungala,luguli"
1627,Nyeri,Banana,Market,Grading,"farmers,agents and buyers",improve quality and marketability,
1628,Nyeri,Dairy cow,Market,Processing,"wakulima KDPL,chinga dairy,KCC","extension of product shelf life through value addition,for higher returns","Kiganjo(KCC and Brooksides),wakulima Dairy,slopes karatina,Chinga Dairy"
1629,Nyeri,Irish Potatoes,Market,Packaging,"farmers,buyers and hired labor",to ease profitability on the farm,"Kieni east and west,tetu,mukurweni"
1630,Nyeri,Local poultry,Market,formation of production/marketing groups or cooperatives,"farmers,cooperative officers and social development officers","high bargaining power,increased volumes",Mathira East
1631,Makueni,Dairy cow,Market,Pricing,dairy cooperatives,it determines the gross profit margins,at the respective dairy cooperatives
1632,Makueni,Green grams,Market,Market linkage,"group leaders e.g commodity groups,extension officers ,GoK,NGOs","to find market for produce,to raise required volumes marketable,good prices and new markets","aggregation centres,farm level and internet"
1633,Makueni,Local poultry,Market,Market linkage,farmers and traders and service providers,to ensure access to markets,Countywide
1634,Makueni,Mango,Market,Promoting,"mango value chain cooperative service providers MoALF,KAPAP",strengthen the cooperatives to increase mango production,Across the county
1635,Nakuru,Dairy cow,Market,Linking farmers to buyers/market,"local cooperative, farmer marketing association,marketing federation,marketing association",establishing the outlet market for the products,"farm level, at the county"
1636,Nakuru,Irish Potatoes,Market,Pricing,"farmers, traders, middlemen",ensure farmers good returns,"warehouse, farm level, protection from explorations"
1637,Nakuru,Local poultry,Market,Pricing,Women,to get maximum profit,on farm across the county
1638,Nakuru,Maize,Market,Promoting,men,creating awareness of the quality and quantity available for maize,on farm throughout the county
1639,Taita Taveta,Banana,Market,linking of farmers to buyers,"farmers,extension officers,traders,consumers","to prevent mulching,increasse earnings,reduce poverty",The entire county
1640,Taita Taveta,Dairy cow,Market,Selling,"farmers,milk graders,cooperatives,small scale processors",generation of income,The entire county
1641,Taita Taveta,Maize,Market,Pricing,farmers/traders and processors,determines purchasing of the commodity,farm gates/market
1642,Taita Taveta,Goat (meat),Market,bulking goats at collection centres,farmers/livestock extension department,for bulking goats for sale,The entire county
1643,Siaya,Beans,Market,Selling,farmers and traders,generating household and farm income,"on farm,market centres and institutions"
1644,Siaya,Sorghum,Market,Selling,Farmers,meet other domestic epenses,entire siaya county
1645,Siaya,Maize,Market,Selling,farmers and traders,Income,On farms and markets
1646,Siaya,Local poultry,Market,linkages to buyers,"service providers,social media,sell guests,kuku cooperatives","brings together the buyer and seller,share market and avoid exploitation,collective bargaining","markets,social gatherings"
1647,Embu,Banana,Market,Promotion,farmers and farmers group officials/cooperative official,create awareness of the existence of the produce,"in barazas,field days etc"
1648,Embu,Beans,Market,Pricing,demand and supply,guiding one when to buy and or sell.advise farmers on the retailing price,
1649,Embu,Dairy cow,Market,Selling,"farmers,processors,consumers",to make money,"on farm,market"
1650,Embu,Maize,Market,Pricing,"farmers,buyers,brokers","to avoid losses,to get better prices",
1651,Nyandarua,Dairy cow,Market,Linking farmers to buyers/market,"middlemen,processors,cooperative societies","increase returns,important to ensure regular income","marketing centres e.g olkalou,njabini"
1652,Nyandarua,Irish Potatoes,Market,Pricing,buyer-middlemen,to increase income-favors the buyer,throughout the county
1653,Nyandarua,Local chicken,Market,Promotion,"family members,agents,friends and laborers","a strategy marketing and linking with buyers, to know the market price for the products","across the county,posters at strategic point, local markets"
1654,Nyandarua,Peas,Market,linkage between farmers and buyers,"farmer,buyers/local exporter,extension officers,HCDA",to create a negotiating platform for farmers and buyers,"farm,bulking centres,HCDA,MoA officers, all over the county"
1655,Meru,Banana,Market,Pricing,Farmers and buyers,profitability purpose(get value for the commodity),designated buying centres
1656,Meru,Dairy cow,Market,Pricing,"farmers,government regulators,processors,farmers organization,brokers","profitability,price control,levies inclusion,value for money","farm level,farmers organisation and public and private institutions"
1657,Meru,Maize,Market,Pricing,"farmers,brokers,government-ministry of trade,millers and institutional buyers,NGOs","determines farmers incomes,facilitate trade,determines market stability,can encourage or discourage farmers within the value chains",market forces
1658,Meru,Irish Potatoes,Market,Pricing,"wholesalers,farmers and farmer groups,G.O.K","to determine the profit margin for the farmers,to harmonise the C.O.P to the purchasing power of the customer,to respond to market forces of demand and supply",buuri and meru central subcounties
1659,Garissa,Milk (Cattle/Goats),Market,sale of milk,"producers/pastoralists/vendors/milk marketing groups, processors","sale at house hold level,sale to urban centre towns,sale of finished products",county wide forum-rural to urban
1660,Garissa,Meat,Market,selling raw meat,"private butchers, government personnel(veterinary and public health departments)","to reach the consumer,income generation, improved nutrition of pastoral households","county wide, outside the county"
1661,Garissa,Fruits and Vegetables,Market,promotion/linking farmers to buyers,"farmers, local radio stations",to know market availability and pricing,"farm level, market level"
1662,Garissa,Cereals,Market,promotion and advertisement,"farmers by word of mouth, local FM radio stations",increased sales,throughout the county(neighbours and surrounding areas)
1663,Homabay,Beans,Market,Transportation,"farmers,middlemen,transporters",it gets the commodity from source to end users,"farm,market places"
1664,Homabay,Maize,Market,Linking farmers to buyers/market,"brokers and middlemen,farmers,NCPB",this is important in knowing where there are best prices and quality in demand,market centres
1665,Homabay,Aquaculture (fish),Market,Promotion,"farmers,traders,fishermen,government,Researchers,cooperatives",To  create awareness,all
1666,Homabay,Local poultry,Market,Pricing,farmers and middlemen,maximise income,The entire county
1667,West Pokot,Maize,Market,Linking farmers to buyers/market,"Ministry of agriculture, WFP, Farmers, Traders",Access to market,All maize producing areas
1668,West Pokot,Goats,Market,Linking farmers to buyers/market,"Middle men,farmers association,","Provision of readily available markets, increasing market value","North Pokot-Konyao, West pokot-kishaunet, central pokot-lomut, south pokot-chepareria"
1669,West Pokot,Cattle (milk),Market,Linking farmers to buyers/market,cooperative societies,So secure market for product(milk),"Kapenguria,Lelan,Tapach"
1670,West Pokot,Bulb onions,Market,Linking farmers to buyers/market,"Farmers, cooperatives, middlemen, CIGs","Opening markets,price control,generating income","Ortum,chepararia,Kapenguria"
1671,Kwale,Local Poultry (meat),Market,Selling,"Farmer,middlemen/buyers,marketing groups",Income generating,"Farm level,markets"
1672,Kwale,Maize,Market,Linking farmers to buyers/market,KENAFF,"Selling in large quantities,aggregation of data and plan for the future",All wards
1673,Kwale,Goat (meat),Market,Linking farmers to buyers/market,Public and private extension officers,Selling and increase income to the goat owner,In the whole county where there are livestock market
1674,Kwale,Cowpeas,Market,Promoting,"County government, FAO(C.A)","Increase production,increase nutrition,value addition",Countywide
1675,Tana River,Mango,Market,Linkage to markets,"GoK,NGOs-Technoserve, Agents of traders","Improved pricing and returns, market information, market access","County, Malindi, Mombasa, Nairobi(Malindi processors/organic, all fruit,sunny,kevian"
1676,Tana River,Maize,Market,Promoting,"Millers, marketing agents, consumers","Increasing the value of the commodity, increase market empire, increase competitiveness","Millers, consumers"
1677,Tana River,Green grams,Market,Pricing,"Farmers, Business",Very important to avoid farmers from incurring losses,"At the farm level,At the trading centre"
1678,Tana River,Goat (meat),Market,Market linkage,"cooperatives, VC actors, livestock departments, KLMC, CLMC",To provide markets of goats priing hence increased HH incomes,"Farms, LMAs(Livestock markets)"
1679,Kilifi,Poultry,Market,Slaughtering/dressing,Farmers,Value addition,
1680,Kilifi,Dairy cow/ goat,Market,Pricing,"Buyer,trader,processor,middlemen",Income,"Local level, processing plants-Mtwapa,Malindi,makitosha,Brookside-Kilifi"
1681,Kilifi,Cassava,Market,"Promotion of field days,market days,shows","KCG,NGOs (CAST)",Create awareness,Within county
1682,Kilifi,African Bird eye chilli,Market,Equator Kenya Limited,Equator Kenya Limited,"Provides a standard E-prod payment system to farmers, contracts to farmers, trainings to farmers/GAP, exports the final chilli powder",Equator Kenya Malindi
1683,Baringo,Dairy cow,Market,Pricing,Processor,Management of magins. Market penetration,Outside the county
1684,Baringo,Maize,Market,Market sourcing,"Brokers, Individual farmers, seed grower companies",To establish actual location of market. Find out the prices,"Kabarnet, Nakuru, Schools"
1685,Baringo,Goat (meat),Market,Linking farmers to buyers,"Department of livestock production. Auctioneers, CLMC, Media",For better prices. Boosts publicity of the area. For wider markets,Kimalel auction. Marigat auction
1686,Baringo,Indigenous chicken,Market,Linking farmers to buyers/ to the market,"Extension officer, middlemen",To minimise expolitation of farmers by brokers. To supply to the best market identified. To maximise returns,Countywide and outside
1687,Bomet,Banana,Market,Promoting and pricing,"Farmers, technical officers(marketing), brokers/buyers, cooperative societies",To ensure the best price is got in the market,"Farm, Collection centres/stores, Market (Bomet, Sotik, Mulot, Cheboi, Kapkwen, Mogogosiek)"
1688,Bomet,Irish Potatoes,Market,Market linkage,"Farmers, marketing agents, marketing cooperatives/groups/saccos",To ensure better prices for the farmers. Avoid further losses,"Cooperative societies, Kenya midland sacco, Deepa industries offices in Silibuet market, Agribusiness marketing offices county headquater"
1689,Bomet,Local chicken,Market,Linking farmers to buyers/market,"Farmer groups, agribusiness department",To fetch good market prices. To access market,Whole county
1690,Bomet,Sweet potatoes,Market,Promoting,"Cooperatives, bomet county cooperative union",To create market niche for the product,"County wide, Kenya industrial estate, External market, All local markets"
1691,Elgeyo Marakwet,Beans,Market,Packaging,"Service providers, farmers","Enable ease of handling and pricing, Convinience in transportation",Farm level the entire county
1692,Elgeyo Marakwet,Irish Potatoes,Market,Linking farmers to buyers/market,"Service providers, farmers, wholesalers/retailers, processors","For a stable market, For better prices, For improved incomes","Lelan, Chepkono, Kablego, Kamamny"
1693,Elgeyo Marakwet,Local chicken,Market,Market survey and sale,Farmers,To get to know best prices,"Towns, shopping centres"
1694,Elgeyo Marakwet,Cattle (milk),Market,Branding,"Service providers, Suppliers, Processors, Wholesalers/retailers",For competitive marketing,Cooperative level
1695,Isiolo,Local chicken,Market,Linking farmers to buyers/market,"Service providers (extension officers), suppliers (county government), Farmers",The activity is important by finding reliable market and maximizing profit,The activity is located in every ward
1696,Isiolo,Green grams,Market,Marketing,"Suppliers, Farmers, retailers",The activity is important to maximize on profits,The activity is located in every ward
